Unnamed: 0,letter,xbox,ybox,width,height,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybar,xy2bar,xedge,xedgeycor,yedge,yedgexcor
2119,B,4,7,4,5,3,6,7,9,7,7,6,8,2,8,9,10
233,A,5,10,5,6,3,10,3,5,2,11,6,13,5,4,5,10
350,B,4,10,6,8,8,8,7,5,6,7,7,5,3,8,6,9
1851,P,2,3,4,2,2,7,9,3,5,12,5,4,0,10,2,8
483,P,4,5,6,7,7,6,8,5,3,8,7,6,7,12,6,9
1744,A,1,2,3,2,1,11,2,3,2,10,1,9,1,6,2,8
1952,P,4,8,6,11,10,7,9,7,1,8,6,6,7,12,8,10
828,P,4,10,5,8,5,7,9,6,6,9,6,3,2,10,4,7
1148,A,2,4,4,6,2,8,3,3,3,7,1,8,3,6,3,8
827,B,5,9,8,7,7,9,7,3,6,11,4,7,3,7,5,9
538,A,5,11,8,9,8,7,7,7,4,8,5,8,4,9,10,1
61,P,6,9,8,7,6,5,14,6,2,12,6,2,1,10,3,7
2078,B,4,7,6,5,7,9,6,4,4,6,6,7,7,8,6,7
946,R,5,5,5,6,3,5,12,8,3,7,2,9,3,7,6,11
512,A,4,9,6,7,2,7,7,3,0,6,0,8,2,7,2,8
731,P,5,9,7,8,6,8,10,7,4,10,4,3,2,11,4,8
224,B,4,7,5,4,4,9,9,3,5,10,5,5,3,8,6,9
448,A,6,13,5,7,3,8,1,2,2,9,4,12,2,5,4,6
1431,P,4,8,6,6,4,6,7,6,4,7,6,9,5,8,6,10
665,A,3,9,6,7,4,12,3,2,2,9,2,9,2,6,2,8
18,B,2,4,3,3,3,7,8,5,5,7,6,6,2,8,6,9
1908,A,2,1,4,1,1,7,4,2,0,7,2,8,2,6,2,8
631,R,6,10,8,8,9,9,7,4,4,8,4,6,8,10,7,4
414,A,5,9,6,7,4,10,3,2,2,8,2,10,5,5,3,8
858,B,5,11,8,9,9,8,6,5,6,9,5,7,3,8,6,10
1255,A,3,7,5,5,3,11,2,3,2,10,1,9,3,7,2,9
23,A,3,5,5,3,2,9,2,1,2,8,2,9,3,6,2,8
749,B,4,9,4,7,4,6,7,9,7,7,6,7,2,8,9,10
632,P,4,9,4,6,2,3,13,8,2,11,7,3,1,10,4,8
1313,R,7,12,7,6,5,11,6,3,5,10,3,8,7,8,6,10
1995,R,3,5,5,3,3,9,6,3,5,10,4,7,3,6,4,9
875,P,4,9,4,6,2,5,11,11,4,10,6,4,1,10,4,9
721,B,5,10,7,7,7,11,6,2,6,10,2,7,4,7,6,11
869,B,3,2,3,4,3,7,7,5,5,7,6,6,5,8,5,10
2023,R,4,9,5,5,2,5,12,8,4,7,2,9,3,7,6,11
1180,A,6,11,8,8,8,8,7,6,5,6,6,9,7,8,7,3
1648,B,7,12,6,6,6,8,8,5,5,8,7,7,6,7,8,6
879,R,5,11,6,8,3,5,10,9,4,7,4,8,3,7,6,11
831,B,8,13,6,7,4,9,6,5,5,11,4,9,6,6,7,10
505,A,1,0,2,0,0,7,4,2,0,7,2,8,2,7,1,8
1040,P,9,11,7,6,4,6,9,6,3,11,5,5,5,9,5,8
2161,P,4,6,4,9,8,7,6,6,1,7,5,7,4,10,6,11
1188,B,5,10,5,8,4,7,8,9,7,7,5,6,2,8,8,10
426,B,5,7,7,5,5,8,8,4,6,10,5,6,3,8,6,10
1947,R,7,9,7,6,9,7,8,3,5,5,6,9,5,9,7,6
187,R,4,9,4,5,3,9,7,3,5,9,3,8,5,7,6,8
2040,A,3,8,5,6,2,7,6,3,1,7,0,8,2,7,1,8
440,A,5,10,8,8,5,11,3,1,2,8,2,9,4,6,3,7
935,R,3,8,4,5,2,6,10,9,4,7,4,8,3,6,5,11
488,B,5,10,7,8,7,8,7,7,6,6,6,5,2,8,7,9
628,P,1,0,2,0,0,5,10,6,1,8,6,5,0,10,2,7
2046,B,3,7,5,5,7,8,6,5,3,7,6,8,6,10,8,7
179,A,5,8,8,7,7,8,7,3,4,7,8,9,5,10,3,6
503,A,4,9,6,7,6,8,7,8,4,7,6,8,3,8,8,4
328,P,4,7,6,11,10,8,10,4,0,9,6,6,7,10,5,8
1918,B,2,1,3,2,1,7,8,4,5,6,6,5,3,8,5,9
31,B,3,9,3,6,3,6,7,8,5,7,6,7,3,8,7,8
963,A,2,7,4,4,1,7,6,3,1,6,0,8,2,6,1,8
672,P,4,1,5,4,4,5,10,5,4,10,8,4,1,10,3,7
917,B,4,8,4,6,5,6,8,8,6,7,5,7,2,8,6,9
502,R,4,8,6,6,4,10,8,3,7,10,0,7,3,6,4,10
553,P,5,7,7,5,3,7,11,4,6,13,6,3,1,10,3,8
16,A,3,7,4,5,2,12,3,4,3,10,3,10,2,6,3,9
596,B,4,8,5,6,6,6,7,8,5,7,6,6,2,8,7,9
363,R,3,6,4,6,3,6,10,10,4,7,4,8,3,7,5,10
25,B,5,9,5,7,5,6,7,9,7,7,6,7,2,8,9,9
475,B,3,8,2,5,4,7,7,8,5,7,6,7,2,8,6,9
697,R,4,9,5,6,4,9,8,6,6,8,5,7,3,8,5,10
788,R,4,6,6,6,6,6,8,4,3,6,5,9,7,6,7,8
193,R,5,11,5,8,6,6,9,9,5,6,5,7,3,8,5,11
817,B,6,12,6,7,6,9,7,3,5,9,5,8,6,7,8,9
303,A,3,9,5,7,3,11,3,4,4,11,2,9,2,6,3,8
1881,P,6,4,5,6,2,4,13,9,1,10,6,3,1,10,4,8
614,A,1,1,2,1,0,7,3,2,0,7,2,8,2,7,1,8
2149,A,5,6,7,5,6,6,7,3,5,7,8,10,7,10,3,8
506,A,3,6,5,5,4,9,7,3,5,7,8,6,4,10,4,5
1233,B,2,3,3,1,2,7,8,5,6,7,6,7,1,8,5,9
904,P,8,12,7,6,3,7,9,6,4,13,4,5,4,10,4,8
232,R,5,10,5,7,7,8,7,7,4,8,5,7,4,7,7,10
627,R,2,0,2,1,1,8,11,8,2,7,5,8,2,7,4,10
541,P,3,1,4,3,2,5,10,3,5,9,8,4,3,10,3,7
722,A,3,9,5,6,2,10,2,2,2,8,2,10,3,4,4,7
1245,B,2,0,2,1,0,7,6,7,5,7,6,7,1,8,7,8
341,B,3,4,4,6,3,6,8,9,7,8,6,7,2,8,9,9
134,R,6,8,9,7,9,7,7,3,3,7,5,8,7,8,7,5
1893,P,4,7,5,6,4,6,9,6,5,9,7,4,3,10,3,7
592,B,4,3,4,3,3,8,7,5,6,6,5,6,2,8,6,10
1267,P,5,11,6,8,6,6,6,6,4,8,7,9,5,9,7,10
262,P,2,4,4,3,2,7,8,3,4,12,5,4,1,10,3,8
676,A,3,4,5,3,2,8,2,2,2,7,2,8,2,6,3,7
461,R,2,4,4,2,2,8,8,3,5,10,4,7,2,6,3,10
1799,R,4,7,5,5,3,6,10,9,5,7,5,8,2,8,5,10
1923,A,7,15,7,8,5,10,2,5,2,11,5,12,6,3,6,10
376,B,5,10,5,8,7,7,8,8,6,8,6,6,2,8,8,9
1045,R,1,0,3,1,1,6,9,7,2,7,4,8,2,8,5,11
1821,P,4,7,5,5,6,5,9,6,4,8,7,9,2,9,7,10
1087,A,3,6,5,5,3,8,5,3,1,7,1,8,2,6,1,8
995,P,4,8,6,6,5,6,9,7,4,9,7,4,2,10,2,7
944,A,1,0,2,1,0,7,3,2,0,6,2,8,3,6,1,8
282,B,4,8,6,6,6,8,8,4,5,8,6,6,3,9,4,9
1963,A,4,10,7,7,3,12,3,4,3,12,1,9,2,7,3,9
148,A,2,4,4,5,2,8,6,3,1,8,0,8,2,7,2,8
930,A,4,9,6,7,4,7,5,3,0,6,1,8,2,7,0,7
878,P,6,10,4,5,3,6,9,6,3,10,4,6,3,9,4,7
835,A,4,11,7,8,4,12,2,3,3,10,2,9,3,7,4,9
633,P,6,7,8,9,10,9,9,3,3,6,9,6,6,10,7,4
259,R,8,14,8,8,6,8,8,3,5,9,4,8,6,6,7,7
1471,R,9,13,7,7,4,9,5,5,6,9,4,9,6,6,7,11
927,A,2,4,2,1,1,6,2,2,1,5,2,8,1,6,0,7
11,R,6,8,8,6,7,9,8,3,7,9,3,8,4,5,4,11
476,R,3,6,5,4,5,6,6,3,4,8,6,9,5,10,7,5
1761,P,2,2,4,4,2,4,10,4,4,10,8,4,1,10,3,6
1447,A,2,7,5,6,4,6,8,3,4,7,7,9,5,9,3,7
1310,B,5,10,7,8,8,8,7,5,7,7,6,5,2,8,6,10
937,A,3,2,5,4,2,10,2,2,2,9,2,8,1,6,3,8
1982,P,3,4,4,6,2,3,14,7,2,11,7,3,0,10,4,8
122,P,4,10,5,7,3,5,10,10,3,9,6,4,2,10,4,8
333,R,4,5,5,3,4,7,7,5,6,7,5,6,5,7,4,8
504,P,3,6,3,4,2,5,10,9,4,9,6,5,2,9,3,8
1941,P,2,6,3,5,3,5,10,7,2,9,6,5,1,10,3,8
983,R,7,13,7,8,5,10,5,2,5,9,4,8,6,8,6,9
1591,A,6,11,8,8,9,9,7,8,3,8,6,7,3,8,9,3
137,P,2,4,4,2,2,7,10,5,3,12,5,3,1,10,2,8
810,P,8,12,6,7,2,8,8,5,4,12,4,7,5,9,4,8
107,A,1,0,2,0,0,7,4,2,0,7,2,8,2,7,1,8
1647,A,6,9,5,4,2,11,3,3,1,9,4,11,4,5,4,9
2052,B,3,8,5,5,4,7,7,7,6,6,6,6,2,8,7,9
1250,P,3,3,4,5,2,4,12,9,2,10,6,4,1,10,3,8
1311,R,1,0,2,1,1,5,9,7,3,7,5,7,2,7,4,10
889,R,6,10,5,5,4,7,7,3,4,7,5,9,5,8,6,7
263,A,1,4,4,3,2,10,2,2,2,9,1,9,2,6,2,9
714,A,2,6,4,4,2,11,3,3,2,10,1,9,2,6,2,8
805,B,6,9,8,7,7,7,8,7,5,6,5,6,4,9,7,6
145,A,5,7,7,6,6,5,9,3,6,7,8,11,7,9,3,8
1770,R,2,2,3,4,3,7,7,5,6,7,6,7,3,7,5,8
1925,B,2,4,3,2,2,10,7,2,6,10,4,6,2,8,4,10
1145,R,5,7,7,5,3,10,6,2,6,11,2,7,3,6,3,10
1402,B,5,11,6,8,5,6,8,9,8,7,5,7,2,9,9,10
615,P,3,7,3,4,2,4,10,9,3,9,6,5,2,10,3,8
1371,B,6,10,8,8,8,9,7,3,5,9,4,6,3,8,5,9
702,R,5,8,6,7,4,10,7,3,5,11,2,6,3,7,4,10
575,R,3,7,5,5,3,10,7,4,6,10,2,7,3,7,4,10
1527,A,2,0,2,0,0,7,4,2,0,7,2,9,1,6,0,8
1781,B,4,9,4,4,3,9,6,3,4,9,5,9,6,8,7,9
154,A,2,3,3,1,1,8,2,2,1,7,1,8,2,6,2,7
595,B,3,4,4,3,3,8,6,2,5,10,5,7,2,8,4,10
802,B,4,4,5,7,4,7,6,9,7,6,6,7,2,7,9,10
160,A,2,2,3,2,0,10,2,2,1,8,2,9,2,5,1,9
353,P,5,9,7,7,6,9,8,4,5,11,4,4,2,9,4,8
747,A,2,7,2,4,1,7,6,3,1,7,0,8,2,7,1,8
1222,R,5,10,8,8,5,11,7,3,6,12,1,6,4,5,4,11
66,P,2,4,4,3,2,7,9,3,3,12,5,4,1,9,3,8
928,B,5,9,8,6,5,9,8,4,7,9,4,5,3,7,7,10
1968,B,5,7,6,5,6,8,6,4,3,7,5,7,6,8,5,8
420,B,1,3,2,2,1,8,6,3,5,10,5,7,2,8,3,9
413,A,4,8,5,6,4,8,3,1,2,6,2,8,2,6,2,6
1727,A,2,1,4,2,1,8,2,2,1,7,2,8,2,6,2,7
337,P,8,11,8,6,6,9,8,4,4,12,4,4,5,10,6,7
1742,B,3,5,4,4,5,7,7,4,4,7,6,8,6,9,6,9
409,B,4,6,6,4,6,9,9,4,4,4,7,7,8,12,6,8
6,B,2,3,3,1,2,8,7,2,5,10,5,6,2,9,4,10
21,P,2,1,3,2,1,6,10,5,4,10,7,3,1,9,4,6
330,B,4,6,5,4,4,9,7,3,6,8,5,6,2,7,5,7
856,A,4,7,6,6,5,8,8,2,3,7,7,8,5,7,4,5
808,P,5,11,5,8,3,4,10,10,4,9,6,4,2,10,4,8
524,R,4,11,5,7,3,6,11,9,4,7,3,9,3,7,5,11
869,R,5,11,8,8,5,10,7,3,7,11,2,6,2,7,4,10
1127,B,3,6,5,4,3,9,8,2,6,11,4,7,4,6,5,9
396,P,9,14,7,8,4,7,10,6,4,13,4,4,5,10,4,8
620,B,4,3,5,5,3,6,9,8,7,7,5,5,2,8,9,10
912,B,4,8,6,6,6,7,7,6,5,9,7,6,3,7,7,8
589,R,4,8,6,6,5,8,7,6,5,9,5,7,3,8,6,11
582,B,6,10,9,8,6,9,7,4,7,10,3,6,2,8,5,10
2103,R,5,9,7,6,7,7,6,3,5,7,6,8,6,8,6,7
2153,R,4,4,4,6,3,5,11,8,4,7,2,9,3,7,6,12
1857,A,3,10,6,7,2,7,2,3,3,7,1,8,3,6,3,7
1269,A,3,6,5,6,5,7,9,2,4,7,7,9,7,7,3,8
916,P,2,4,4,3,2,8,9,5,3,11,5,4,1,10,2,8
266,P,4,6,4,4,3,7,11,5,3,12,5,2,1,10,3,8
767,B,3,1,3,2,2,7,7,5,4,6,6,6,2,9,6,9
1352,B,3,7,6,4,5,8,8,7,6,5,6,6,2,8,6,9
1559,B,4,9,6,7,5,9,6,5,6,10,6,6,3,8,7,9
0,A,3,2,6,4,2,10,1,2,2,9,1,8,2,6,2,8
658,B,4,8,6,5,5,11,6,3,7,10,3,7,2,8,5,11
376,P,8,13,7,8,5,7,9,4,4,12,5,4,4,10,7,5
705,A,2,1,3,3,1,7,2,1,2,6,2,7,2,5,1,8
521,P,4,9,4,6,2,5,10,9,4,9,6,6,2,10,4,8
33,P,3,3,4,4,2,5,11,8,3,9,6,5,1,10,4,8
270,P,6,11,8,9,6,8,9,2,5,13,5,3,1,10,3,8
1564,P,1,0,1,0,0,5,11,6,1,9,6,5,0,9,3,8
2041,P,2,4,5,2,2,8,9,3,5,13,4,3,1,10,3,8
648,B,11,14,8,8,5,9,6,5,6,11,4,9,6,6,8,11
651,P,2,6,4,9,8,8,9,4,0,8,7,7,5,9,4,7
1966,P,7,10,9,8,7,9,7,2,6,11,5,6,4,8,4,9
343,A,9,13,7,7,4,8,2,3,2,8,4,12,5,4,5,6
1354,A,4,11,8,8,3,9,3,4,3,7,2,9,3,7,3,9
385,A,2,3,3,2,1,10,2,2,1,9,2,9,1,6,2,8
137,R,3,7,5,5,5,6,7,3,3,6,6,9,5,9,7,5
738,B,3,1,3,2,3,7,8,5,5,7,6,6,2,8,6,10
253,A,4,8,6,6,3,13,3,4,3,11,1,9,2,6,2,9
2089,A,4,7,7,5,4,6,5,2,2,5,2,6,4,6,4,5
862,P,5,9,5,6,3,4,12,9,2,10,6,4,1,10,4,8
1562,B,2,2,2,2,2,7,8,5,4,7,6,6,2,8,5,9
156,P,4,8,4,5,2,4,15,8,1,12,7,2,0,9,4,8
794,B,5,8,7,6,6,7,9,5,6,10,6,5,3,7,7,8
914,R,7,13,7,7,6,8,7,3,5,9,4,8,6,5,7,6
1940,B,3,5,5,4,4,8,9,3,6,10,5,5,3,7,6,9
1139,A,5,11,7,8,5,7,4,3,0,7,1,8,3,8,3,7
1062,P,4,7,5,5,3,10,7,3,5,12,4,5,2,9,3,9
381,P,4,10,5,8,5,6,9,6,4,9,7,4,5,10,4,7
1241,R,5,7,7,5,4,10,7,3,6,10,2,6,3,6,3,10
1978,A,1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,8
577,P,6,10,8,8,6,6,12,5,3,12,5,1,1,11,4,8
761,B,6,9,6,6,5,9,8,7,8,7,5,5,2,8,8,9
1167,P,3,5,5,3,3,8,9,3,4,12,4,2,2,10,3,8
1007,P,3,6,6,4,3,9,8,3,5,12,4,4,1,10,3,9
924,A,3,8,4,6,4,12,2,4,2,10,2,9,2,6,3,8
1939,A,2,8,4,6,2,12,4,3,2,10,1,9,2,6,2,8
113,R,3,5,6,4,4,9,7,3,5,9,4,6,3,7,4,10
192,A,4,8,6,7,6,7,8,2,4,7,8,8,5,8,5,6
783,A,1,3,3,1,1,6,2,0,0,6,2,8,1,6,1,7
583,B,6,11,6,8,5,7,5,9,7,5,6,7,2,8,10,10
978,R,2,1,2,1,1,6,10,7,2,6,5,8,2,6,4,10
456,B,3,5,5,4,3,10,6,4,6,10,4,7,2,8,4,11
81,R,4,8,4,6,4,5,10,7,3,7,4,9,2,7,4,11
1487,B,4,2,4,3,4,7,7,5,6,7,6,6,2,8,6,9
1506,A,2,2,4,4,2,7,2,1,2,6,2,8,2,6,2,7
455,P,5,11,8,8,5,6,11,3,7,14,7,3,0,10,3,8
263,A,4,9,7,7,5,6,5,2,3,3,1,6,5,7,5,4
1802,R,6,11,9,8,7,9,9,4,7,8,3,8,3,6,5,11
512,P,3,3,5,2,2,7,10,3,4,11,4,3,1,10,3,8
470,A,2,7,3,5,2,12,3,2,2,10,2,9,2,6,2,8
951,R,7,9,10,8,11,8,7,4,4,7,5,6,7,9,7,6
319,R,2,4,4,3,3,8,8,4,5,10,4,7,4,6,3,9
194,P,4,11,6,8,6,6,11,5,5,10,8,4,4,10,4,7
37,P,8,12,7,6,4,8,10,6,5,14,5,4,4,10,4,8
582,P,6,9,8,6,5,9,8,5,6,13,4,4,5,9,5,7
408,P,4,6,5,4,4,7,5,6,5,7,6,9,6,7,4,8
478,B,4,7,6,5,5,9,7,4,5,9,5,6,2,8,5,9
842,P,6,10,8,8,6,8,10,5,4,11,4,3,1,10,3,8
88,B,2,0,2,1,1,7,7,7,5,8,6,7,1,8,7,8
1344,A,1,0,2,1,1,8,4,2,0,7,2,8,1,7,2,8
1525,R,2,1,2,2,2,6,7,4,4,6,5,6,2,6,3,8
416,B,1,0,1,0,1,7,7,6,4,7,6,7,1,8,6,10
980,B,7,10,9,8,9,9,7,4,6,10,5,6,2,8,5,9
809,A,2,1,3,1,0,7,4,2,1,7,2,8,2,7,1,9
1823,P,5,6,6,8,3,4,12,9,2,10,6,4,1,10,4,7
214,P,1,0,2,0,0,6,11,6,1,9,5,5,0,9,3,8
1906,P,6,9,5,4,2,5,11,5,3,13,4,4,4,9,3,8
188,B,4,9,6,6,5,9,7,4,6,10,5,7,3,7,6,9
1509,B,5,10,5,8,6,8,7,7,6,7,6,6,2,8,7,10
562,P,7,12,6,7,4,9,7,4,5,13,3,5,4,10,6,8
1976,P,3,9,4,5,2,5,11,9,3,10,6,4,1,10,4,7
1302,P,2,1,3,2,2,5,9,4,4,9,8,5,1,10,3,7
1869,A,3,6,3,4,3,8,2,2,2,7,2,8,2,5,2,7
1480,P,2,7,3,5,2,3,11,8,2,10,6,4,1,10,3,7
4,P,8,12,8,6,5,9,8,4,5,13,4,3,4,10,6,8
1693,R,3,8,3,5,2,6,10,9,4,7,4,8,3,7,5,11
1434,B,2,4,4,2,3,9,7,2,6,11,5,7,4,7,5,9
1715,R,5,10,5,8,6,6,8,9,5,6,5,7,2,8,5,11
522,B,7,11,9,9,9,8,7,5,6,7,6,6,7,8,7,9
2124,R,8,14,6,8,5,8,6,5,5,9,4,9,7,5,6,11
1194,R,4,3,4,6,2,5,9,9,4,7,5,7,3,8,5,10
1594,P,2,4,4,3,2,7,9,4,3,11,4,4,1,10,2,8
714,R,3,7,4,5,4,7,8,5,6,6,5,6,3,7,5,8
532,P,6,7,8,9,8,7,10,2,3,7,9,6,6,10,6,4
1079,P,4,5,6,6,6,6,9,4,3,8,7,6,6,10,4,6
168,R,2,6,4,4,3,6,7,5,5,5,6,7,3,8,5,9
432,R,4,9,7,6,6,7,7,4,6,7,5,7,3,7,5,8
1554,P,2,3,4,1,2,7,9,4,4,11,4,4,1,9,4,8
1065,B,6,10,8,8,7,7,8,6,4,6,4,5,5,8,7,7
67,B,3,7,4,5,3,9,8,4,6,10,5,6,2,7,6,9
406,P,2,5,3,7,6,8,7,4,1,7,6,7,5,8,4,8
682,B,2,6,4,4,3,8,8,5,7,7,6,6,2,8,6,9
1681,A,5,7,7,5,7,7,7,9,4,7,5,8,4,8,8,4
1493,R,5,5,5,8,3,6,10,10,4,7,5,8,3,7,6,11
1238,P,7,10,9,8,5,9,8,3,6,13,3,3,2,10,4,9
17,P,6,10,8,8,6,7,10,4,4,13,6,3,1,10,4,8
1826,P,3,8,4,6,3,5,10,5,5,10,8,3,1,10,4,7
1544,A,2,4,4,3,2,10,2,2,2,10,2,9,3,6,2,8
288,B,1,0,1,0,1,7,8,6,4,7,6,8,0,8,6,9
1927,A,5,10,7,7,4,9,6,3,0,8,1,8,2,6,1,8
341,R,5,11,6,8,4,6,9,10,5,7,5,7,3,8,6,10
701,A,4,9,6,6,2,6,6,3,1,7,0,8,3,7,2,8
360,B,4,7,5,5,5,8,6,6,7,6,6,6,2,8,7,10
346,P,3,8,3,6,3,5,9,9,4,9,6,5,2,10,3,9
2066,P,6,9,5,4,2,5,12,5,1,12,6,4,4,10,3,8
1379,A,2,7,4,5,3,11,3,2,2,9,2,9,2,6,3,8
195,R,3,8,5,6,6,7,7,7,3,8,5,7,4,7,8,10
2173,R,3,7,4,5,4,6,8,8,3,7,5,7,2,7,4,11
1196,R,2,1,2,2,1,6,7,5,5,6,5,6,2,8,4,8
1644,B,1,3,3,2,2,8,7,2,5,10,5,7,3,9,3,9
814,B,3,4,4,3,3,9,7,2,6,10,4,7,4,7,5,9
1002,P,3,5,5,4,3,8,9,3,4,12,4,4,1,8,3,9
1704,B,5,11,5,8,4,6,8,11,7,7,5,7,2,8,9,9
942,P,3,7,3,4,2,4,11,9,3,9,6,4,1,10,3,8
1323,B,4,3,4,5,3,6,9,8,7,7,5,6,2,8,8,10
386,B,3,7,5,6,4,8,8,3,6,9,5,6,2,8,4,10
1231,B,8,12,7,6,6,8,7,5,5,9,7,8,7,8,9,8
546,R,3,6,5,5,5,6,7,5,5,6,5,8,3,6,4,8
273,R,1,0,2,1,1,6,10,8,2,7,4,8,2,7,4,10
1122,B,5,5,4,7,4,6,7,10,7,7,6,7,2,9,8,8
1570,R,4,9,6,6,8,7,9,3,5,5,6,9,4,8,8,7
972,P,3,6,5,4,3,5,11,4,5,11,8,3,1,10,4,7
461,P,6,6,8,8,8,6,11,2,3,9,9,6,5,10,5,7
614,A,1,4,5,5,1,7,6,3,1,7,0,7,2,6,1,8
1314,A,3,7,5,5,3,11,2,3,2,10,2,9,2,6,3,8
1684,A,5,11,7,7,4,8,4,2,3,7,1,8,2,7,3,7
143,P,6,6,7,8,9,7,10,3,3,8,8,6,6,11,6,5
638,R,2,3,3,2,2,6,8,4,5,7,5,7,2,7,2,8
1551,P,3,3,5,5,2,5,11,9,2,10,6,4,1,10,4,7
250,A,1,0,2,0,0,7,3,2,0,7,2,8,2,6,1,8
1658,B,2,4,4,1,2,7,7,2,5,10,5,6,1,8,4,9
1142,B,4,2,5,4,4,7,7,5,6,7,6,6,2,8,7,10
1056,R,4,3,5,5,2,5,13,8,3,6,2,9,2,6,5,11
2160,P,4,10,6,8,6,7,7,8,4,8,6,7,3,9,8,9
1728,B,5,9,7,8,9,7,7,5,4,7,6,8,6,9,8,7
1216,R,4,11,5,8,8,7,7,2,4,7,6,8,6,8,7,5
745,R,1,3,3,1,1,9,7,2,4,10,4,7,2,7,2,10
1123,B,1,1,1,1,1,7,7,7,6,6,6,7,1,8,6,9
1485,R,7,11,9,8,7,9,8,6,6,9,5,7,4,8,7,12
381,A,3,7,5,6,3,9,3,2,2,8,2,10,3,5,2,8
1181,A,6,9,6,5,3,12,3,5,2,12,3,10,5,3,3,10
958,P,2,3,3,2,1,7,10,4,3,12,4,3,1,10,2,8
776,R,2,3,4,2,2,8,8,3,5,9,4,7,2,6,3,10
498,P,7,11,6,5,4,6,12,5,2,12,6,3,3,11,5,6
1370,B,5,9,7,7,10,9,8,4,4,6,8,6,6,11,8,7
1204,B,6,9,8,7,6,9,7,3,6,11,4,6,3,8,6,10
1022,A,4,8,5,6,3,7,5,2,0,7,1,8,2,7,1,8
419,R,2,1,2,2,2,7,7,5,5,6,5,7,2,7,4,8
183,R,5,9,6,7,6,7,8,5,7,7,5,6,3,7,5,8
904,R,4,11,6,9,5,7,9,4,7,6,5,7,5,5,6,9
110,A,3,2,6,3,2,8,2,2,2,7,1,9,2,7,2,7
888,B,6,8,9,8,10,7,8,5,5,7,7,8,6,9,9,6
1577,A,5,5,6,8,2,8,3,3,2,7,1,8,3,7,2,8
2047,A,4,9,4,4,2,9,2,4,2,11,5,12,4,4,5,10
1378,A,2,5,4,3,2,11,2,2,2,9,2,9,2,6,2,8
1073,P,3,5,4,6,6,8,9,4,0,7,7,6,5,9,5,7
1198,P,6,10,5,5,2,7,8,6,3,13,5,4,4,9,5,7
499,A,5,6,7,5,5,8,8,2,5,7,8,8,5,9,3,6
1420,A,3,6,5,4,0,9,4,3,1,7,1,8,3,6,2,8
569,P,1,1,2,0,1,5,11,7,2,10,5,4,1,9,3,8
294,B,4,8,5,6,4,5,6,9,7,7,6,7,2,8,9,9
27,A,2,7,4,4,2,8,3,2,2,7,1,8,2,7,3,7
822,A,7,10,9,8,8,7,7,8,4,7,6,9,4,7,11,1
537,P,5,11,8,8,6,7,9,3,5,13,5,4,4,10,4,8
647,A,2,6,4,4,1,8,5,3,1,7,0,7,2,7,2,8
655,A,3,9,5,7,4,9,2,2,2,7,2,8,3,6,3,6
765,R,6,9,6,5,4,9,8,4,6,9,3,6,5,5,5,7
481,P,4,9,6,7,5,5,10,3,6,10,9,5,1,10,4,7
1286,B,3,6,4,4,3,11,6,3,6,12,3,7,2,8,4,12
285,P,3,5,5,3,2,8,9,4,4,12,4,3,1,10,3,8
1287,R,3,8,4,6,2,5,11,8,4,7,3,9,3,6,5,11
479,R,3,7,5,5,4,9,7,4,5,10,4,7,3,7,4,11
661,R,3,2,4,4,3,7,8,4,5,6,5,6,3,7,3,8
452,R,2,8,5,6,4,8,8,4,5,9,4,8,3,7,4,11
1651,A,3,7,5,5,3,11,3,2,2,8,2,9,3,4,2,8
710,A,2,7,4,4,1,5,4,3,2,5,1,7,2,6,2,7
1476,B,4,6,4,4,3,6,7,8,6,7,6,6,2,8,9,10
203,B,3,5,4,7,3,6,8,9,7,7,4,7,2,8,9,10
668,P,11,15,8,7,5,8,9,7,5,14,4,4,4,10,4,8
1497,P,2,1,2,1,1,5,11,8,2,9,6,4,1,9,3,8
685,B,7,11,9,7,7,9,6,5,7,9,5,6,2,9,7,10
617,R,2,4,4,3,2,9,7,3,4,9,4,7,2,7,3,10
331,A,4,11,5,8,4,8,5,3,0,7,1,8,2,6,3,7
136,B,4,8,6,6,6,8,8,4,4,8,5,7,4,8,5,7
1236,P,4,6,6,4,3,7,10,4,4,13,6,3,1,10,2,8
2169,A,7,11,6,6,3,11,2,3,2,10,4,11,4,4,4,9
509,A,2,10,7,6,3,11,3,1,1,8,2,9,2,6,2,7
579,P,2,4,3,3,2,9,8,3,4,12,5,3,1,10,3,9
730,B,4,8,6,6,5,7,7,6,6,9,6,6,3,8,7,8
1410,P,6,11,6,8,6,5,11,9,3,9,5,4,1,10,3,8
836,B,3,3,3,4,3,7,8,6,4,7,6,6,2,8,6,10
60,A,3,6,5,4,2,8,4,3,0,7,1,8,3,8,1,8
1943,B,5,9,5,4,4,10,7,3,5,9,5,7,6,6,7,9
1954,R,5,11,7,8,5,8,9,5,7,9,5,8,3,7,6,11
2087,R,3,7,5,5,4,10,7,3,5,10,2,7,3,7,3,10
1776,R,3,7,5,5,3,8,8,6,6,8,5,8,3,7,6,10
766,P,4,8,6,12,11,8,9,5,0,8,7,7,6,10,5,8
663,A,6,10,5,4,2,11,3,3,1,9,3,10,4,5,4,10
485,B,5,10,6,9,7,9,8,3,5,7,6,7,7,7,6,9
1795,P,4,6,5,8,8,8,8,5,0,8,7,6,5,10,5,9
